EmployeeID,Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,EducationLevel,AgeGroup
2219-56CA,Non-Binary,28,Some Travel,Sales,38,IL,Mixed or multiple ethnic groups,Marketing,Sales Executive,Divorced,185380,1,No,Yes,5,2,5,3,Bachelors ,Below_Average
EEA0-C109,Male,26,Some Travel,Sales,3,NY,White,Marketing,Sales Executive,Married,56892,0,No,No,7,1,3,3,No Formal Qualifications,Below_Average
ABB5-0B95,Non-Binary,28,No Travel ,Technology,26,CA,Mixed or multiple ethnic groups,Computer Science,Data Scientist,Married,112175,3,No,No,7,1,3,4,Doctorate,Below_Average
5F4E-EE5A,Prefer Not To Say,28,No Travel ,Technology,45,IL,Mixed or multiple ethnic groups,Information Systems,Machine Learning Engineer,Married,87762,0,No,No,7,2,7,2,Masters ,Below_Average
F401-1B75,Non-Binary,27,Some Travel,Technology,5,NY,White,Computer Science,Software Engineer,Married,26542,1,No,No,7,1,7,5,High School ,Below_Average
B995-E5CE,Non-Binary,27,Some Travel,Technology,2,CA,Mixed or multiple ethnic groups,Computer Science,Data Scientist,Married,39198,1,No,No,7,6,7,4,Masters ,Below_Average
533B-938D,Male,28,Some Travel,Sales,43,NY,Mixed or multiple ethnic groups,Marketing,Sales Executive,Divorced,157549,1,No,No,7,0,0,3,Masters ,Below_Average
993B-186B,Male,27,Some Travel,Sales,7,CA,Black or African American,Marketing,Sales Executive,Married,73918,1,No,No,7,3,4,1,Bachelors ,Below_Average
DFA2-1B8F,Male,28,Some Travel,Sales,10,NY,Mixed or multiple ethnic groups,Marketing,Sales Executive,Married,83864,2,No,No,7,7,7,5,No Formal Qualifications,Below_Average
04D7-C8F3,Female,26,Some Travel,Technology,27,CA,White,Computer Science,Data Scientist,Married,42052,1,No,No,7,7,7,2,High School ,Below_Average
C026-3E38,Male,28,Some Travel,Technology,2,CA,Asian or Asian American,Computer Science,Machine Learning Engineer,Single,220234,0,Yes,No,7,5,7,1,Bachelors ,Below_Average
69EC-7B13,Female,27,Some Travel,Sales,1,CA,Other ,Technical Degree,Sales Representative,Single,62496,0,No,No,7,6,6,1,High School ,Below_Average
AD8F-7539,Female,28,Some Travel,Sales,44,CA,White,Economics,Sales Executive,Married,304858,1,Yes,No,7,5,7,2,Bachelors ,Below_Average
B44E-8AEE,Female,28,Some Travel,Sales,7,CA,White,Marketing,Sales Executive,Married,181164,1,No,No,7,5,6,1,Doctorate,Below_Average
63E9-F74A,Male,25,Frequent Traveller,Technology,11,NY,Mixed or multiple ethnic groups,Business Studies,Machine Learning Engineer,Married,67708,1,No,No,7,7,7,0,No Formal Qualifications,Below_Average
A184-3B30,Male,26,Some Travel,Technology,17,IL,American Indian or Alaska Native,Information Systems,Software Engineer,Married,55778,1,No,No,7,4,7,6,Bachelors ,Below_Average
851C-E7E2,Male,27,Some Travel,Technology,14,CA,Black or African American,Information Systems,Machine Learning Engineer,Divorced,120049,1,No,No,7,1,6,1,High School ,Below_Average
E46A-3676,Male,28,Some Travel,Sales,32,CA,White,Marketing,Sales Executive,Divorced,128222,2,No,No,7,6,7,1,Masters ,Below_Average
10CE-8403,Female,27,Some Travel,Technology,31,CA,White,Computer Science,Senior Software Engineer,Divorced,120225,2,No,No,7,2,5,4,Masters ,Below_Average
E47D-E3C5,Male,26,Some Travel,Technology,14,NY,Black or African American,Computer Science,Software Engineer,Married,33180,1,Yes,No,7,5,7,3,No Formal Qualifications,Below_Average
1AC8-361F,Male,26,Some Travel,Sales,22,CA,Mixed or multiple ethnic groups,Marketing,Sales Executive,Married,87142,1,No,Yes,2,1,1,0,No Formal Qualifications,Below_Average
9360-3A68,Female,27,No Travel ,Technology,12,IL,White,Information Systems,Data Scientist,Single,41524,0,No,No,7,6,6,6,Bachelors ,Below_Average
BE54-8537,Female,26,Frequent Traveller,Technology,14,NY,American Indian or Alaska Native,Computer Science,Software Engineer,Single,36794,0,No,Yes,5,3,4,3,Bachelors ,Below_Average
D6BB-FEDF,Male,28,Frequent Traveller,Technology,40,NY,White,Information Systems,Data Scientist,Divorced,109172,1,Yes,No,7,1,3,1,Doctorate,Below_Average
ACD5-5FA2,Female,28,Some Travel,Sales,17,CA,White,Technical Degree,Sales Representative,Divorced,70787,2,Yes,No,7,2,5,5,Bachelors ,Below_Average
BB09-BF7F,Female,27,Some Travel,Sales,45,CA,Mixed or multiple ethnic groups,Economics,Sales Executive,Single,57102,0,No,No,7,6,6,4,High School ,Below_Average
450D-13A9,Female,26,Some Travel,Sales,29,NY,Black or African American,Economics,Sales Representative,Single,28024,0,No,No,7,0,7,5,Bachelors ,Below_Average
5605-237E,Female,26,Some Travel,Technology,7,NY,Black or African American,Computer Science,Data Scientist,Married,34047,1,Yes,No,7,4,4,2,Bachelors ,Below_Average
03C5-51AD,Female,25,Some Travel,Technology,1,IL,White,Computer Science,Data Scientist,Married,32354,1,Yes,Yes,7,4,6,2,High School ,Below_Average
27CD-A6BF,Male,27,Some Travel,Technology,44,CA,Mixed or multiple ethnic groups,Computer Science,Software Engineer,Single,45276,0,Yes,No,7,6,6,2,Bachelors ,Below_Average
626A-9377,Female,27,No Travel ,Technology,19,NY,Black or African American,Business Studies,Senior Software Engineer,Single,89785,0,No,Yes,0,0,0,0,High School ,Below_Average
6125-FEC8,Non-Binary,27,No Travel ,Technology,36,CA,Native Hawaiian ,Business Studies,Software Engineer,Married,50046,1,No,No,7,1,6,2,Masters ,Below_Average
D954-6402,Male,25,Some Travel,Sales,14,IL,White,Marketing,Sales Executive,Single,123307,0,Yes,Yes,7,2,3,1,Bachelors ,Below_Average
246E-3383,Male,26,Some Travel,Sales,16,CA,Black or African American,Marketing,Sales Executive,Single,113512,0,No,No,7,3,7,6,High School ,Below_Average
BD97-F94D,Male,26,Some Travel,Technology,8,IL,Black or African American,Information Systems,Software Engineer,Married,50614,1,No,No,7,7,7,2,High School ,Below_Average
FB5B-C127,Female,25,Some Travel,Technology,42,CA,Native Hawaiian ,Computer Science,Software Engineer,Married,70068,2,No,No,7,4,6,7,Bachelors ,Below_Average
A590-DF69,Female,28,Some Travel,Technology,24,CA,Mixed or multiple ethnic groups,Computer Science,Software Engineer,Married,71553,1,No,No,7,6,6,0,Bachelors ,Below_Average
B679-F7C9,Male,29,Some Travel,Technology,36,NY,Black or African American,Business Studies,Software Engineer,Single,113448,0,Yes,No,7,0,4,1,Doctorate,Above_Avergae
1B4A-5D80,Female,26,Some Travel,Technology,37,CA,American Indian or Alaska Native,Information Systems,Analytics Manager,Married,107863,2,Yes,No,6,3,6,0,Masters ,Below_Average
BAB4-3AC8,Female,25,No Travel ,Technology,24,IL,Black or African American,Computer Science,Software Engineer,Married,44146,3,No,No,6,1,1,3,Masters ,Below_Average
83FD-F920,Male,25,Some Travel,Technology,41,CA,White,Computer Science,Data Scientist,Married,28137,0,Yes,Yes,4,3,3,1,No Formal Qualifications,Below_Average
B24C-18BF,Male,26,No Travel ,Sales,5,CA,White,Marketing,Sales Executive,Married,93170,1,No,No,6,3,6,1,High School ,Below_Average
FD0B-7B0A,Female,27,Some Travel,Sales,21,CA,White,Marketing,Sales Representative,Single,22648,0,Yes,Yes,1,0,0,0,No Formal Qualifications,Below_Average
EB8F-204D,Male,26,Some Travel,Technology,5,CA,White,Other,Data Scientist,Divorced,49045,1,No,Yes,1,0,0,0,Bachelors ,Below_Average
8A5B-3D6E,Female,24,Some Travel,Sales,25,NY,Mixed or multiple ethnic groups,Marketing,Sales Executive,Divorced,105383,2,Yes,No,6,6,6,5,No Formal Qualifications,Below_Average
46D6-CA7A,Male,27,Frequent Traveller,Technology,16,CA,Mixed or multiple ethnic groups,Information Systems,Senior Software Engineer,Single,75275,0,No,No,6,4,5,5,Masters ,Below_Average
5060-A677,Male,26,Frequent Traveller,Technology,45,CA,Mixed or multiple ethnic groups,Information Systems,Machine Learning Engineer,Divorced,108865,2,No,Yes,1,0,0,1,Bachelors ,Below_Average
A11D-324A,Male,27,Some Travel,Sales,44,CA,Black or African American,Marketing,Manager,Married,152147,1,No,No,6,6,6,6,Masters ,Below_Average
13E5-2F17,Male,24,Frequent Traveller,Technology,15,NY,White,Computer Science,Senior Software Engineer,Divorced,139627,3,No,Yes,5,0,4,1,Bachelors ,Below_Average
3F0C-41A7,Male,24,Some Travel,Sales,27,CA,Mixed or multiple ethnic groups,Marketing,Sales Executive,Single,79828,0,No,No,6,2,3,0,Masters ,Below_Average
07AF-3631,Male,25,No Travel ,Sales,35,NY,White,Marketing,Sales Executive,Divorced,149519,1,Yes,No,6,2,4,3,Masters ,Below_Average
259B-6C50,Male,27,Some Travel,Sales,27,CA,Other ,Marketing,Sales Executive,Divorced,45880,1,Yes,No,6,1,4,0,Doctorate,Below_Average
63B8-CCC0,Female,25,Some Travel,Technology,34,CA,White,Information Systems,Data Scientist,Single,37053,0,No,No,6,5,5,0,Bachelors ,Below_Average
F20A-F424,Female,27,Frequent Traveller,Technology,4,NY,White,Other,Data Scientist,Married,27550,1,No,No,6,6,6,5,Bachelors ,Below_Average
C1E8-5AAB,Male,25,Some Travel,Sales,5,NY,Black or African American,Marketing,Sales Executive,Divorced,69539,2,No,No,6,0,4,4,High School ,Below_Average
23FC-93A5,Female,26,Some Travel,Technology,2,CA,White,Information Systems,Software Engineer,Single,55565,0,No,No,6,6,6,4,Masters ,Below_Average
AE33-DDE7,Male,25,Some Travel,Technology,26,CA,White,Information Systems,Senior Software Engineer,Single,85412,0,No,No,6,0,5,6,Bachelors ,Below_Average
DC67-3B66,Male,25,Some Travel,Technology,33,NY,Mixed or multiple ethnic groups,Information Systems,Software Engineer,Married,24417,1,No,No,6,2,6,6,Bachelors ,Below_Average
F1BD-033D,Male,25,Some Travel,Technology,21,CA,Mixed or multiple ethnic groups,Information Systems,Software Engineer,Married,46362,1,Yes,No,6,0,4,5,Doctorate,Below_Average
7961-A93B,Male,29,Some Travel,Technology,3,CA,White,Computer Science,Analytics Manager,Single,393103,0,Yes,No,6,4,4,5,Bachelors ,Above_Avergae
F5CC-33FA,Male,25,Some Travel,Sales,30,CA,White,Marketing,Sales Executive,Married,106738,1,No,No,6,4,5,2,Masters ,Below_Average
1E61-B76A,Female,24,Some Travel,Technology,26,NY,Asian or Asian American,Other,Data Scientist,Single,39048,0,No,No,6,1,4,1,High School ,Below_Average
5395-75A1,Male,26,Some Travel,Sales,41,NY,Asian or Asian American,Marketing,Sales Executive,Single,61238,0,No,No,6,4,6,3,Masters ,Below_Average
D18F-8C48,Female,27,No Travel ,Technology,8,IL,Asian or Asian American,Information Systems,Engineering Manager,Divorced,152322,1,No,No,6,0,5,4,No Formal Qualifications,Below_Average
C7C8-43D9,Female,27,Some Travel,Technology,25,NY,Asian or Asian American,Information Systems,Data Scientist,Divorced,24571,3,No,No,6,5,5,6,Masters ,Below_Average
DA4C-7F2E,Female,26,Some Travel,Technology,18,NY,White,Computer Science,Analytics Manager,Married,178836,0,No,No,6,4,5,6,Bachelors ,Below_Average
FC47-1953,Female,25,Frequent Traveller,Technology,15,CA,Black or African American,Other,Data Scientist,Married,31931,1,No,No,6,1,1,3,Masters ,Below_Average
61CC-2C1D,Male,25,Some Travel,Technology,2,CA,White,Computer Science,Engineering Manager,Married,217544,0,No,No,6,5,6,6,Bachelors ,Below_Average
CDFB-6A08,Male,26,Some Travel,Technology,8,NY,Black or African American,Other,Software Engineer,Single,22918,0,Yes,Yes,0,0,0,0,Masters ,Below_Average
B967-D6D3,Female,26,No Travel ,Technology,21,CA,White,Computer Science,Data Scientist,Married,26919,1,No,No,6,0,5,3,Bachelors ,Below_Average
757F-78FE,Male,25,No Travel ,Technology,32,NY,Mixed or multiple ethnic groups,Information Systems,Machine Learning Engineer,Married,52614,1,No,No,6,4,5,1,Masters ,Below_Average
B8A5-07A1,Female,24,Some Travel,Technology,27,IL,White,Other,Data Scientist,Married,33554,0,No,No,6,1,2,6,Masters ,Below_Average
2FAE-9278,Male,24,Some Travel,Technology,23,NY,White,Computer Science,Senior Software Engineer,Single,92798,0,Yes,No,6,4,4,1,Doctorate,Below_Average
0E79-8257,Male,25,Frequent Traveller,Technology,35,NY,White,Information Systems,Data Scientist,Single,28139,0,No,No,6,1,1,5,High School ,Below_Average
9075-A294,Male,27,No Travel ,Sales,17,IL,Asian or Asian American,Marketing,Sales Executive,Married,71832,1,No,No,6,6,6,1,Masters ,Below_Average
5D73-961A,Male,27,Some Travel,Technology,1,CA,Other ,Computer Science,Senior Software Engineer,Divorced,90487,1,No,No,6,4,4,4,High School ,Below_Average
A105-470B,Male,25,Frequent Traveller,Technology,28,CA,Mixed or multiple ethnic groups,Information Systems,Software Engineer,Single,23993,0,Yes,No,6,3,4,4,No Formal Qualifications,Below_Average
3C31-30CB,Female,24,Some Travel,Technology,3,CA,White,Business Studies,Software Engineer,Married,41664,1,No,No,6,3,4,2,Bachelors ,Below_Average
6E61-A2BA,Non-Binary,24,Some Travel,Sales,41,CA,Mixed or multiple ethnic groups,Marketing,Sales Executive,Divorced,111750,1,No,No,6,4,6,2,High School ,Below_Average
40CC-6231,Female,25,Frequent Traveller,Technology,17,CA,Native Hawaiian ,Computer Science,Software Engineer,Married,54566,1,No,No,6,3,6,5,Bachelors ,Below_Average
ABDA-F749,Male,27,Some Travel,Technology,42,NY,American Indian or Alaska Native,Other,Machine Learning Engineer,Married,49343,1,No,No,6,3,3,0,Bachelors ,Below_Average
411F-6325,Male,27,Frequent Traveller,Technology,45,CA,White,Information Systems,Data Scientist,Single,34579,0,No,No,6,4,4,4,High School ,Below_Average
32AE-C02F,Male,24,No Travel ,Sales,8,CA,White,Marketing,Sales Executive,Single,82405,0,Yes,Yes,5,1,4,1,Bachelors ,Below_Average
1C6F-87AA,Non-Binary,26,Some Travel,Sales,5,NY,White,Marketing,Sales Executive,Married,107966,2,No,No,6,6,6,6,Bachelors ,Below_Average
DAE0-B44F,Female,24,Some Travel,Sales,4,CA,Mixed or multiple ethnic groups,Economics,Sales Executive,Married,133274,1,No,No,6,2,3,1,Bachelors ,Below_Average
4294-03D1,Female,43,Some Travel,Sales,12,CA,White,Marketing,Manager,Married,513262,0,No,No,6,1,3,1,Masters ,Above_Avergae
D5B3-425C,Male,26,Some Travel,Sales,7,CA,Black or African American,Marketing,Sales Representative,Single,36101,0,No,No,6,6,6,6,Bachelors ,Below_Average
3A20-7C3E,Male,25,Some Travel,Technology,44,CA,White,Other,Software Engineer,Divorced,52210,3,No,No,6,0,1,0,Masters ,Below_Average
6B20-FFDF,Female,24,No Travel ,Sales,39,CA,Mixed or multiple ethnic groups,Marketing,Sales Executive,Married,151986,1,Yes,No,6,5,6,3,High School ,Below_Average
C389-FC34,Female,27,Some Travel,Technology,45,IL,Mixed or multiple ethnic groups,Business Studies,Software Engineer,Married,28828,1,No,No,6,1,6,4,Bachelors ,Below_Average
89A6-7EF1,Male,26,Some Travel,Human Resources,11,NY,Asian or Asian American,Other,HR Executive,Single,70395,0,No,No,6,5,6,2,Bachelors ,Below_Average
09D2-46BD,Female,26,Some Travel,Sales,42,CA,White,Marketing,Sales Executive,Married,92364,1,Yes,No,6,4,5,6,Bachelors ,Below_Average
6413-42F1,Female,27,Some Travel,Human Resources,24,CA,Mixed or multiple ethnic groups,Other,HR Executive,Divorced,55206,0,No,No,6,1,3,4,High School ,Below_Average
C520-6F2B,Female,25,Some Travel,Technology,34,CA,White,Information Systems,Data Scientist,Single,45286,0,Yes,No,6,1,3,1,Bachelors ,Below_Average
20CA-404E,Female,25,Some Travel,Technology,13,IL,White,Information Systems,Analytics Manager,Married,211401,0,No,No,6,1,1,3,Bachelors ,Below_Average
C8BC-3B77,Female,27,Frequent Traveller,Sales,21,NY,White,Economics,Sales Executive,Married,66488,1,No,No,6,5,6,3,Bachelors ,Below_Average
0AA2-881A,Male,25,Some Travel,Technology,28,NY,Other ,Information Systems,Software Engineer,Married,29126,2,No,No,6,0,2,3,Masters ,Below_Average
1A2D-52EC,Female,25,Some Travel,Technology,9,NY,White,Information Systems,Software Engineer,Single,39636,0,Yes,No,6,0,5,1,Bachelors ,Below_Average
07C3-7429,Male,26,Some Travel,Technology,18,CA,Asian or Asian American,Information Systems,Machine Learning Engineer,Divorced,54470,1,No,No,6,0,6,3,Bachelors ,Below_Average
A1B4-5481,Male,25,Some Travel,Sales,37,CA,Asian or Asian American,Economics,Sales Executive,Married,79329,0,No,Yes,1,1,1,1,Bachelors ,Below_Average
22FF-9076,Female,27,Some Travel,Sales,36,CA,Asian or Asian American,Technical Degree,Sales Executive,Divorced,173994,1,No,No,6,1,5,6,Bachelors ,Below_Average
EA3A-E005,Male,24,Some Travel,Technology,30,CA,White,Business Studies,Software Engineer,Single,26363,0,No,No,6,6,6,2,Bachelors ,Below_Average
5802-2A7E,Prefer Not To Say,27,Some Travel,Technology,37,NY,White,Information Systems,Analytics Manager,Single,130012,0,No,No,6,6,6,0,Bachelors ,Below_Average
05DA-5423,Female,26,Some Travel,Technology,16,CA,American Indian or Alaska Native,Business Studies,Software Engineer,Married,34630,0,No,No,6,2,6,0,High School ,Below_Average
8A6B-AD5C,Female,24,Some Travel,Technology,30,CA,White,Information Systems,Data Scientist,Single,61883,0,No,Yes,1,1,1,0,Bachelors ,Below_Average
DBF0-2EA3,Female,27,Frequent Traveller,Technology,1,CA,White,Computer Science,Senior Software Engineer,Married,56302,2,Yes,No,6,3,5,4,Masters ,Below_Average
8AAD-FAFB,Female,24,Some Travel,Sales,3,CA,Asian or Asian American,Marketing,Sales Executive,Divorced,130774,1,Yes,Yes,4,3,3,4,Bachelors ,Below_Average
28EA-A010,Female,26,Some Travel,Sales,2,CA,Asian or Asian American,Marketing,Sales Executive,Single,149390,0,Yes,Yes,3,1,1,2,High School ,Below_Average
6A09-C910,Male,24,Some Travel,Technology,19,CA,Mixed or multiple ethnic groups,Computer Science,Software Engineer,Divorced,35270,1,No,No,6,0,5,2,Masters ,Below_Average
ADF8-AD57,Male,27,Some Travel,Technology,28,CA,White,Computer Science,Data Scientist,Single,20387,0,No,Yes,0,0,0,0,Bachelors ,Below_Average
C292-EC0C,Non-Binary,26,Some Travel,Technology,8,NY,White,Computer Science,Software Engineer,Divorced,27219,2,No,No,6,3,5,4,High School ,Below_Average
CD7F-377F,Male,25,Frequent Traveller,Sales,25,CA,Black or African American,Marketing,Sales Executive,Married,46283,1,No,No,6,5,6,1,Bachelors ,Below_Average
AF11-04C3,Female,27,Some Travel,Sales,19,CA,American Indian or Alaska Native,Marketing,Manager,Married,149813,0,No,No,6,0,1,1,Masters ,Below_Average
D31B-BEF8,Male,25,Frequent Traveller,Sales,19,CA,Mixed or multiple ethnic groups,Marketing,Sales Representative,Single,28090,0,No,Yes,0,0,0,0,Masters ,Below_Average
596B-33F4,Male,26,Some Travel,Technology,2,IL,White,Computer Science,Data Scientist,Divorced,30207,1,Yes,Yes,5,1,3,0,Bachelors ,Below_Average
0B72-0EE6,Male,24,Some Travel,Technology,1,NY,White,Computer Science,Senior Software Engineer,Married,70849,2,No,No,6,0,1,6,Masters ,Below_Average
C661-6A1C,Female,25,Frequent Traveller,Technology,24,CA,Mixed or multiple ethnic groups,Business Studies,Software Engineer,Single,40314,0,No,Yes,3,1,3,3,No Formal Qualifications,Below_Average
4C41-7F73,Female,24,Some Travel,Technology,30,CA,White,Computer Science,Machine Learning Engineer,Divorced,94318,1,Yes,No,6,3,6,5,Bachelors ,Below_Average
5D69-D350,Male,24,Frequent Traveller,Technology,7,IL,White,Information Systems,Data Scientist,Divorced,104649,2,No,Yes,4,4,4,3,Bachelors ,Below_Average
7845-EF8F,Male,27,Some Travel,Technology,6,CA,Mixed or multiple ethnic groups,Information Systems,Engineering Manager,Married,292500,3,No,No,6,5,6,2,Bachelors ,Below_Average
8766-F1E7,Male,25,Some Travel,Technology,18,CA,White,Information Systems,Machine Learning Engineer,Married,130434,0,Yes,Yes,0,0,0,0,Masters ,Below_Average
79D0-C935,Female,27,Some Travel,Technology,26,NY,White,Information Systems,Software Engineer,Single,37423,0,Yes,No,6,4,4,2,No Formal Qualifications,Below_Average
6AD1-5EE8,Female,24,Some Travel,Technology,12,CA,White,Information Systems,Data Scientist,Married,47183,1,No,No,6,6,6,6,Bachelors ,Below_Average
CECC-60FF,Female,27,Some Travel,Technology,16,CA,White,Information Systems,Software Engineer,Single,54379,0,No,No,6,1,2,2,No Formal Qualifications,Below_Average
